product_id,product_name,category,subcategory,brand,price,mrp,discount_percent,description,rating,num_reviews,image_url,stock,is_featured,tags,category_enc,subcategory_enc,price_norm,rating_norm,discount_norm,reviews_norm,popularity_score
P000166,Samsung Laptop Ultra 247,Electronics,Laptop,Samsung,126758.03,175879.77,27.9,"Premium quality Laptop by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.2,9549,https://picsum.photos/seed/computer33/400/400,219,True,"new arrival,samsung,trending",3,39,0.6342504890639267,0.8,0.6619718309859155,0.3818269115352298,0.6529351936852178
P000167,HP Laptop Lite 469,Electronics,Laptop,HP,38274.47,54889.7,30.3,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.5,2222,https://picsum.photos/seed/notebook33/400/400,488,False,"laptop,bestseller,sale",3,39,0.1911632285219738,0.875,0.7464788732394366,0.0886648261513223,0.4930045201388783
P000168,Samsung Laptop Elite 865,Electronics,Laptop,Samsung,127497.49,202787.27,37.1,"Premium quality Laptop by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",5.0,537,https://picsum.photos/seed/macbook33/400/400,182,False,"new arrival,samsung,recommended",3,39,0.6379533837675343,1.0,0.9859154929577466,0.0212459488656823,0.5553234060466509
P000169,Apple Laptop Elite 236,Electronics,Laptop,Apple,154527.77,226783.95,31.9,"Premium quality Laptop by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.7,1457,https://picsum.photos/seed/desk33/400/400,180,False,"electronics,sale,new arrival",3,39,0.77330929301081,0.675,0.8028169014084506,0.0580562557516104,0.4107422247243313
P000170,Asus Laptop Plus 930,Electronics,Laptop,Asus,196182.02,262739.83,25.3,"Premium quality Laptop by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.3,4423,https://picsum.photos/seed/laptop34/400/400,32,False,"recommended,laptop,electronics",3,39,0.9818956962073996,0.575,0.5704225352112676,0.1767294842555915,0.3774186997711471
P000171,OnePlus Laptop Pro 423,Electronics,Laptop,OnePlus,9716.45,11657.16,16.6,"Premium quality Laptop by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.2,10165,https://picsum.photos/seed/computer34/400/400,263,False,"recommended,electronics,laptop",3,39,0.0481570605027135,0.55,0.2640845070422536,0.4064738126675469,0.4018785104899795
P000172,OnePlus Laptop Pro 986,Electronics,Laptop,OnePlus,57935.07,88702.61,34.7,"Premium quality Laptop by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.3,21492,https://picsum.photos/seed/notebook34/400/400,169,False,"new arrival,bestseller,sale",3,39,0.2896149792721823,0.575,0.9014084507042256,0.8596807105989677,0.6660995163152725
P000173,Asus Laptop Plus 608,Electronics,Laptop,Asus,179031.86,231545.91,22.7,"Premium quality Laptop by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.8,22682,https://picsum.photos/seed/macbook34/400/400,254,False,"trending,sale,laptop",3,39,0.8960151392739288,0.7,0.4788732394366197,0.9072940423318528,0.6693839007316414
P000174,HP Laptop Plus 658,Electronics,Laptop,HP,16705.47,23408.15,28.6,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.2,9631,https://picsum.photos/seed/desk34/400/400,164,False,"new arrival,recommended,electronics",3,39,0.083155038948347,0.8,0.6866197183098591,0.3851078301924538,0.5577806983138378
P000175,Xiaomi Laptop Plus 806,Electronics,Laptop,Xiaomi,89736.24,130910.05,31.5,"Premium quality Laptop by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.1,14550,https://picsum.photos/seed/laptop35/400/400,179,False,"new arrival,trending,bestseller",3,39,0.4488614347417513,0.7749999999999999,0.7887323943661971,0.5819229384227583,0.6319828876028949
P000176,Xiaomi Laptop Pro 176,Electronics,Laptop,Xiaomi,128253.39,191833.59,33.1,"Premium quality Laptop by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.5,21998,https://picsum.photos/seed/computer35/400/400,326,False,"electronics,laptop,xiaomi",3,39,0.6417386028550537,0.875,0.8450704225352114,0.8799263793862281,0.7847347961654616
P000177,Bose Laptop Plus 168,Electronics,Laptop,Bose,135938.69,179314.88,24.2,"Premium quality Laptop by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.9,7738,https://picsum.photos/seed/notebook35/400/400,398,False,"new arrival,bestseller,trending",3,39,0.6802232493073784,0.725,0.5316901408450704,0.3093666226543432,0.4780318390557806
P000178,Samsung Laptop Elite 480,Electronics,Laptop,Samsung,121412.87,174777.59,30.5,"Premium quality Laptop by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",5.0,14552,https://picsum.photos/seed/macbook35/400/400,390,False,"electronics,trending,recommended",3,39,0.6074842479502279,1.0,0.7535211267605634,0.582002960829032,0.7167292053042458
P000179,HP Laptop Pro 126,Electronics,Laptop,HP,63561.7,78774.87,19.3,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.7,24111,https://picsum.photos/seed/desk35/400/400,95,False,"sale,trending,laptop",3,39,0.3177906999685825,0.675,0.3591549295774648,0.964470051614452,0.6614377575016779
P000180,Xiaomi Laptop Plus 726,Electronics,Laptop,Xiaomi,155216.93,225377.92,31.1,"Premium quality Laptop by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",5.0,9362,https://picsum.photos/seed/laptop36/400/400,355,False,"recommended,xiaomi,laptop",3,39,0.7767603071480699,1.0,0.7746478873239439,0.3743448165486336,0.6472178688906134
P000181,Sony Laptop Ultra 555,Electronics,Laptop,Sony,170711.43,226367.0,24.6,"Premium quality Laptop by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.4,2881,https://picsum.photos/seed/computer36/400/400,414,False,"new arrival,recommended,electronics",3,39,0.8543500374716158,0.8500000000000001,0.545774647887324,0.1150322090185251,0.4621274703395824
P000182,Apple Laptop Elite 971,Electronics,Laptop,Apple,110448.43,137528.3,19.7,"Premium quality Laptop by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.3,5166,https://picsum.photos/seed/notebook36/400/400,364,False,"electronics,sale,recommended",3,39,0.5525790917497246,0.575,0.3732394366197182,0.2064578081862921,0.3582461483581599
P000183,LG Laptop Plus 342,Electronics,Laptop,LG,45623.08,72657.78,37.2,"Premium quality Laptop by LG. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.1,16193,https://picsum.photos/seed/macbook36/400/400,13,False,"new arrival,bestseller,trending",3,39,0.2279618776008671,0.525,0.98943661971831,0.6476613451766494,0.5850969637695738
P000184,Sony Laptop Elite 507,Electronics,Laptop,Sony,122776.72,140347.02,12.5,"Premium quality Laptop by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.3,23497,https://picsum.photos/seed/desk36/400/400,368,False,"sale,recommended,bestseller",3,39,0.614313816745721,0.825,0.1197183098591549,0.9399031728884086,0.6769238569898163
P000185,Bose Laptop Ultra 175,Electronics,Laptop,Bose,15675.39,24864.14,37.0,"Premium quality Laptop by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.7,14749,https://picsum.photos/seed/laptop37/400/400,238,False,"new arrival,bose,trending",3,39,0.0779968454337658,0.675,0.9823943661971832,0.5898851678469971,0.6238189636760265
P000186,Bose Laptop Max 614,Electronics,Laptop,Bose,37209.66,58907.81,36.8,"Premium quality Laptop by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.4,1820,https://picsum.photos/seed/computer37/400/400,425,False,"electronics,recommended,bose",3,39,0.1858311222425963,0.8500000000000001,0.9753521126760564,0.0725803224902972,0.5117059297730127
P000187,Sony Laptop Elite 631,Electronics,Laptop,Sony,65208.49,94856.58,31.3,"Premium quality Laptop by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.3,9312,https://picsum.photos/seed/notebook37/400/400,433,False,"bestseller,new arrival,trending",3,39,0.3260371094686962,0.825,0.7816901408450704,0.3723442563917897,0.5775740108638869
P000188,Xiaomi Laptop Lite 195,Electronics,Laptop,Xiaomi,25907.89,32421.45,20.1,"Premium quality Laptop by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.8,16473,https://picsum.photos/seed/macbook37/400/400,328,False,"electronics,xiaomi,new arrival",3,39,0.1292367638264654,0.7,0.3873239436619718,0.6588644820549753,0.568701160268537
P000189,Bose Laptop Lite 142,Electronics,Laptop,Bose,144404.92,202537.93,28.7,"Premium quality Laptop by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.3,934,https://picsum.photos/seed/desk37/400/400,41,False,"trending,new arrival,bose",3,39,0.7226184542224847,0.575,0.6901408450704226,0.037130396511023,0.3465167655394214
P000190,Bose Laptop Max 742,Electronics,Laptop,Bose,83899.77,119095.35,29.6,"Premium quality Laptop by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.8,17882,https://picsum.photos/seed/laptop38/400/400,148,False,"trending,bestseller,bose",3,39,0.4196349264103133,0.4499999999999999,0.7218309859154931,0.7152402672748369,0.5386087414335169
P000191,HP Laptop Pro 261,Electronics,Laptop,HP,60188.34,68403.24,12.0,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.6,14409,https://picsum.photos/seed/computer38/400/400,212,False,"bestseller,electronics,trending",3,39,0.3008983773583507,0.65,0.102112676056338,0.5762813587804585,0.4770153769816111
P000192,Sony Laptop Ultra 981,Electronics,Laptop,Sony,63202.92,92224.53,31.5,"Premium quality Laptop by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.5,11322,https://picsum.photos/seed/notebook38/400/400,499,False,"new arrival,trending,sale",3,39,0.3159940854637271,0.875,0.7887323943661971,0.4527667746969151,0.6267782302988498
P000193,Apple Laptop Elite 560,Electronics,Laptop,Apple,64503.06,85997.82,25.0,"Premium quality Laptop by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.1,8128,https://picsum.photos/seed/macbook38/400/400,72,False,"trending,bestseller,recommended",3,39,0.3225046222337329,0.7749999999999999,0.5598591549295775,0.3249709918777257,0.5077187203966407
P000194,HP Laptop Plus 933,Electronics,Laptop,HP,50404.79,77253.09,34.8,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.0,10734,https://picsum.photos/seed/desk38/400/400,478,False,"new arrival,hp,sale",3,39,0.2519066056905378,0.5,0.9049295774647886,0.4292401872524307,0.485973502158069
P000195,Asus Laptop Elite 609,Electronics,Laptop,Asus,199196.91,265610.67,25.0,"Premium quality Laptop by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.0,764,https://picsum.photos/seed/laptop39/400/400,46,False,"recommended,asus,sale",3,39,0.9969929566582147,0.75,0.5598591549295775,0.0303284919777537,0.3945938454316504
P000196,Bose Laptop Max 711,Electronics,Laptop,Bose,71225.12,80147.51,11.1,"Premium quality Laptop by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.2,21443,https://picsum.photos/seed/computer39/400/400,344,False,"laptop,sale,recommended",3,39,0.356165780878329,0.8,0.0704225352112675,0.8577201616452605,0.6307654368575314
P000197,HP Laptop Elite 882,Electronics,Laptop,HP,27652.05,34073.86,18.8,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.2,13218,https://picsum.photos/seed/notebook39/400/400,187,False,"laptop,trending,sale",3,39,0.1379707600213162,0.55,0.3415492957746479,0.5286280158444364,0.4562521999117499
P000198,OnePlus Laptop Max 616,Electronics,Laptop,OnePlus,73141.23,91009.69,19.6,"Premium quality Laptop by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.0,14762,https://picsum.photos/seed/macbook39/400/400,391,False,"oneplus,recommended,laptop",3,39,0.3657608280350781,0.75,0.369718309859155,0.5904053134877765,0.5620996061995951
P000199,HP Laptop Lite 474,Electronics,Laptop,HP,75265.47,119927.54,37.2,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.9,24743,https://picsum.photos/seed/desk39/400/400,73,False,"sale,trending,laptop",3,39,0.3763980998891225,0.725,0.98943661971831,0.989757131996959,0.7848304891566821
P000200,Samsung Laptop Max 631,Electronics,Laptop,Samsung,8742.88,12736.59,31.4,"Premium quality Laptop by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.0,14979,https://picsum.photos/seed/laptop40/400/400,76,False,"electronics,recommended,trending",3,39,0.0432818445389138,0.5,0.7852112676056339,0.5990877445684791,0.5274624007398128
P000201,Dell Laptop Ultra 962,Electronics,Laptop,Dell,33336.91,53182.63,37.3,"Premium quality Laptop by Dell. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.2,9810,https://picsum.photos/seed/computer40/400/400,303,False,"recommended,new arrival,trending",3,39,0.1664380712818998,0.8,0.9929577464788732,0.3922698355539551,0.6062381044157152
P000202,Xiaomi Laptop Elite 789,Electronics,Laptop,Xiaomi,95502.63,105847.33,9.8,"Premium quality Laptop by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.3,3596,https://picsum.photos/seed/notebook40/400/400,213,False,"laptop,trending,bestseller",3,39,0.4777370128527192,0.825,0.0246478873239436,0.1436402192613931,0.3839712598400792
P000203,Xiaomi Laptop Lite 691,Electronics,Laptop,Xiaomi,193446.07,288515.53,33.0,"Premium quality Laptop by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.7,7461,https://picsum.photos/seed/macbook40/400/400,369,False,"recommended,xiaomi,trending",3,39,0.9681952461974798,0.925,0.8415492957746479,0.2982835193854279,0.600631626151097
P000204,Bose Laptop Ultra 348,Electronics,Laptop,Bose,155145.62,200152.61,22.5,"Premium quality Laptop by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.7,1039,https://picsum.photos/seed/desk40/400/400,293,False,"bose,recommended,laptop",3,39,0.7764032176215042,0.925,0.471830985915493,0.0413315728403953,0.4552406983814623
P000205,Asus Laptop Ultra 308,Electronics,Laptop,Asus,63423.8,74568.35,14.9,"Premium quality Laptop by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.9,13452,https://picsum.photos/seed/laptop41/400/400,256,False,"recommended,sale,new arrival",3,39,0.3171001566266472,0.475,0.2042253521126761,0.5379906373784659,0.4089305258993644
P000206,Samsung Laptop Lite 432,Electronics,Laptop,Samsung,141448.27,192276.52,26.4,"Premium quality Laptop by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.2,21704,https://picsum.photos/seed/computer41/400/400,244,False,"new arrival,samsung,bestseller",3,39,0.7078128344115122,0.55,0.6091549295774648,0.8681630856639858,0.6152303194190147
P000207,LG Laptop Ultra 797,Electronics,Laptop,LG,69122.08,88278.81,21.7,"Premium quality Laptop by LG. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.3,21084,https://picsum.photos/seed/notebook41/400/400,411,False,"recommended,lg,sale",3,39,0.3456346694220297,0.825,0.4436619718309859,0.8433561397191213,0.6917239446763404
P000208,Xiaomi Laptop Elite 889,Electronics,Laptop,Xiaomi,112058.24,135863.17,17.5,"Premium quality Laptop by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.3,9475,https://picsum.photos/seed/macbook41/400/400,360,False,"recommended,electronics,bestseller",3,39,0.5606403214616965,0.825,0.295774647887324,0.3788660825031009,0.506969326059184
P000209,Dell Laptop Ultra 380,Electronics,Laptop,Dell,112536.03,176371.27,36.2,"Premium quality Laptop by Dell. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.3,9435,https://picsum.photos/seed/desk41/400/400,62,False,"sale,bestseller,electronics",3,39,0.5630328863880436,0.825,0.954225352112676,0.3772656343776257,0.6051767748490704
P000210,Sony Laptop Ultra 180,Electronics,Laptop,Sony,58799.08,73135.19,19.6,"Premium quality Laptop by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",5.0,11354,https://picsum.photos/seed/laptop42/400/400,473,False,"trending,new arrival,bestseller",3,39,0.2939415663125416,1.0,0.369718309859155,0.4540471331972952,0.6143742430979267
P000211,OnePlus Laptop Lite 812,Electronics,Laptop,OnePlus,41210.53,56429.12,27.0,"Premium quality Laptop by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.3,8905,https://picsum.photos/seed/computer42/400/400,70,False,"bestseller,oneplus,laptop",3,39,0.2058657425504194,0.825,0.6302816901408451,0.3560596967150802,0.5491631473714048
P000212,LG Laptop Pro 523,Electronics,Laptop,LG,45907.66,55842.92,17.8,"Premium quality Laptop by LG. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.8,10828,https://picsum.photos/seed/notebook42/400/400,367,False,"electronics,laptop,trending",3,39,0.2293869307136152,0.95,0.3063380281690141,0.4330012403472972,0.5775011383469061
P000213,Sony Laptop Max 588,Electronics,Laptop,Sony,81973.58,128494.9,36.2,"Premium quality Laptop by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.6,21321,https://picsum.photos/seed/macbook42/400/400,102,False,"trending,electronics,sale",3,39,0.409989402988976,0.8999999999999999,0.954225352112676,0.8528387948625614,0.8016273810187979
P000214,Samsung Laptop Lite 337,Electronics,Laptop,Samsung,181678.45,207972.84,12.6,"Premium quality Laptop by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.4,17540,https://picsum.photos/seed/desk42/400/400,378,False,"laptop,samsung,bestseller",3,39,0.909268113192222,0.8500000000000001,0.1232394366197183,0.7015564358020245,0.6040306680236665
P000215,Sony Laptop Max 906,Electronics,Laptop,Sony,186849.6,208929.6,10.6,"Premium quality Laptop by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.7,16237,https://picsum.photos/seed/laptop43/400/400,95,False,"trending,laptop,sale",3,39,0.9351629877582038,0.675,0.0528169014084506,0.649421838114672,0.5052201785514028
P000216,Xiaomi Laptop Elite 391,Electronics,Laptop,Xiaomi,114023.41,131543.15,13.3,"Premium quality Laptop by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.5,14893,https://picsum.photos/seed/computer43/400/400,328,False,"recommended,xiaomi,trending",3,39,0.5704810398030384,0.875,0.147887323943662,0.5956467810987076,0.580659471976097
P000217,Asus Laptop Elite 266,Electronics,Laptop,Asus,55293.58,83184.05,33.5,"Premium quality Laptop by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.3,23962,https://picsum.photos/seed/notebook43/400/400,234,False,"electronics,laptop,new arrival",3,39,0.2763875439401391,0.575,0.8591549295774649,0.9585083823470572,0.6943511732580896
P000218,Dell Laptop Plus 279,Electronics,Laptop,Dell,158361.77,219155.37,27.7,"Premium quality Laptop by Dell. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.7,20024,https://picsum.photos/seed/macbook43/400/400,438,False,"sale,recommended,bestseller",3,39,0.792508300791666,0.675,0.6549295774647887,0.8009442643940302,0.6485699291576289
P000219,LG Laptop Pro 289,Electronics,Laptop,LG,66256.41,86160.94,23.1,"Premium quality Laptop by LG. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.5,4612,https://picsum.photos/seed/desk43/400/400,244,False,"bestseller,laptop,electronics",3,39,0.331284637959493,0.625,0.4929577464788733,0.1842916016484615,0.3884457225487925
P000220,HP Laptop Elite 409,Electronics,Laptop,HP,47867.73,70694.81,32.3,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.0,19091,https://picsum.photos/seed/laptop44/400/400,370,False,"trending,new arrival,electronics",3,39,0.2392021104687071,0.75,0.8169014084507041,0.7636138118673228,0.6898000454211686
P000221,OnePlus Laptop Elite 263,Electronics,Laptop,OnePlus,13361.74,15487.76,13.7,"Premium quality Laptop by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",5.0,13289,https://picsum.photos/seed/computer44/400/400,351,False,"trending,new arrival,laptop",3,39,0.0664110905166616,1.0,0.1619718309859155,0.5314688112671547,0.6103098585913915
P000222,Xiaomi Laptop Plus 589,Electronics,Laptop,Xiaomi,74140.24,89741.17,17.4,"Premium quality Laptop by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.5,5024,https://picsum.photos/seed/notebook44/400/400,232,False,"new arrival,bestseller,recommended",3,39,0.3707634364761718,0.375,0.2922535211267605,0.2007762173408554,0.2641097042383135
P000223,LG Laptop Ultra 945,Electronics,Laptop,LG,182645.58,270073.5,32.4,"Premium quality Laptop by LG. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.4,7161,https://picsum.photos/seed/macbook44/400/400,390,False,"lg,trending,bestseller",3,39,0.9141110804314238,0.8500000000000001,0.8204225352112676,0.2862801584443644,0.5632614357372178
P000224,LG Laptop Lite 214,Electronics,Laptop,LG,141048.46,160661.44,12.2,"Premium quality Laptop by LG. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.7,2028,https://picsum.photos/seed/desk44/400/400,424,False,"bestseller,trending,sale",3,39,0.705810759476493,0.425,0.1091549295774647,0.0809026527427679,0.2146891678965885
P000225,Sony Laptop Max 219,Electronics,Laptop,Sony,33741.89,51532.07,34.5,"Premium quality Laptop by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.5,22296,https://picsum.photos/seed/laptop45/400/400,105,False,"recommended,laptop,trending",3,39,0.1684660353327843,0.625,0.8943661971830986,0.8918497179210179,0.696302330849821
P000226,Asus Laptop Lite 525,Electronics,Laptop,Asus,161928.72,214833.45,24.6,"Premium quality Laptop by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.7,14973,https://picsum.photos/seed/computer45/400/400,288,False,"recommended,new arrival,electronics",3,39,0.810370038090551,0.925,0.545774647887324,0.5988476773496578,0.661462884255479
P000227,Samsung Laptop Ultra 323,Electronics,Laptop,Samsung,79792.79,120345.61,33.7,"Premium quality Laptop by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.9,18955,https://picsum.photos/seed/notebook45/400/400,37,False,"new arrival,recommended,laptop",3,39,0.399068953281513,0.725,0.8661971830985916,0.7581722882407074,0.6852898783490363
P000228,LG Laptop Pro 583,Electronics,Laptop,LG,198829.61,311623.94,36.2,"Premium quality Laptop by LG. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.1,1044,https://picsum.photos/seed/macbook45/400/400,146,False,"electronics,sale,new arrival",3,39,0.995153677691624,0.525,0.954225352112676,0.0415316288560797,0.3676698729165293
P000229,HP Laptop Max 990,Electronics,Laptop,HP,75516.72,116723.69,35.3,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.4,12374,https://picsum.photos/seed/desk45/400/400,192,False,"electronics,new arrival,recommended",3,39,0.3776562508293781,0.6,0.9225352112676056,0.4948585603969111,0.5515807778290597
P000230,Apple Laptop Lite 230,Electronics,Laptop,Apple,36515.25,49975.84,26.9,"Premium quality Laptop by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.4,23855,https://picsum.photos/seed/laptop46/400/400,114,False,"laptop,electronics,bestseller",3,39,0.1823538183841966,0.8500000000000001,0.6267605633802816,0.9542271836114112,0.7679935987710362
P000231,LG Laptop Plus 353,Electronics,Laptop,LG,85400.48,110135.72,22.5,"Premium quality Laptop by LG. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.4,15098,https://picsum.photos/seed/computer46/400/400,177,False,"bestseller,new arrival,laptop",3,39,0.4271498306791731,0.6,0.471830985915493,0.6038490777417677,0.5221218250969426
P000232,Samsung Laptop Pro 346,Electronics,Laptop,Samsung,162085.16,212270.02,23.6,"Premium quality Laptop by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.1,6757,https://picsum.photos/seed/notebook46/400/400,34,False,"laptop,bestseller,trending",3,39,0.8111534217048538,0.7749999999999999,0.5105633802816902,0.2701156323770656,0.4811249783742265
P000233,Samsung Laptop Max 339,Electronics,Laptop,Samsung,49701.1,55770.52,10.9,"Premium quality Laptop by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.9,17691,https://picsum.photos/seed/macbook46/400/400,111,False,"laptop,samsung,trending",3,39,0.2483828316202951,0.725,0.0633802816901408,0.7075981274756932,0.5471663868700137
P000234,Xiaomi Laptop Lite 426,Electronics,Laptop,Xiaomi,47597.14,74165.79,35.8,"Premium quality Laptop by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.4,18927,https://picsum.photos/seed/desk46/400/400,306,False,"new arrival,xiaomi,electronics",3,39,0.2378471132033389,0.6,0.9401408450704224,0.7570519745528748,0.6459893178540695
P000235,Sony Laptop Max 407,Electronics,Laptop,Sony,197152.42,268250.62,26.5,"Premium quality Laptop by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",5.0,9021,https://picsum.photos/seed/laptop47/400/400,31,False,"electronics,new arrival,sale",3,39,0.986755038187197,1.0,0.6126760563380282,0.3607009962789581,0.6181467571483397
P000236,HP Laptop Elite 758,Electronics,Laptop,HP,111613.28,125391.05,11.0,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.4,22003,https://picsum.photos/seed/computer47/400/400,195,False,"new arrival,recommended,bestseller",3,39,0.558412154924876,0.8500000000000001,0.0669014084507042,0.8801264354019125,0.6580794636582751
P000237,HP Laptop Lite 584,Electronics,Laptop,HP,30693.3,39540.03,22.4,"Premium quality Laptop by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.4,7901,https://picsum.photos/seed/notebook47/400/400,434,False,"electronics,sale,bestseller",3,39,0.1532000199100821,0.35,0.4683098591549295,0.3158884487656544,0.3208074359412184
P000238,Samsung Laptop Lite 642,Electronics,Laptop,Samsung,112913.8,178843.39,36.9,"Premium quality Laptop by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.0,4398,https://picsum.photos/seed/macbook47/400/400,198,False,"bestseller,electronics,new arrival",3,39,0.5649245945699357,0.75,0.9788732394366196,0.1757292041771695,0.5083362073775024
